"Step","colab_run_clipB32_combined - train_loss","colab_run_clipB32_combined - train_loss__MIN","colab_run_clipB32_combined - train_loss__MAX"
"0","0.410570403404325","0.410570403404325","0.410570403404325"
"1","0.20349331904794568","0.20349331904794568","0.20349331904794568"
"2","0.14840023512038114","0.14840023512038114","0.14840023512038114"
"3","0.1054542518386217","0.1054542518386217","0.1054542518386217"
"4","0.09748155970439733","0.09748155970439733","0.09748155970439733"
